Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
Leveraging computerized adaptive testing for cost-effective evaluation of large language models in medical benchmarking.,"Large language models (LLMs) are increasingly applied in healthcare, yet their evaluation relies predominantly on static benchmarks that are costly, contamination-prone, and lack calibrated measurement properties for fine-grained performance tracking. We developed and validated a computerized adaptive testing (CAT) framework grounded in item response theory to enable scalable, psychometrically rigorous assessment of standardized medical knowledge in LLMs. A two-phase study comprising Monte Carlo simulations and empirical evaluation of 38 LLMs was conducted between July and September 2025. The CAT protocol achieved a near-perfect correlation with full-bank results (r = 0.988) using only 1.3% of items. Evaluation time decreased from 6.85 hours to 8.4 min per model, and token usage dropped from 1.77 million to 0.03 million. Model rankings were fully preserved (Spearman's ρ = 1.0). At current API pricing, per-model evaluation costs fell from approximately $1,475 to under $5. This adaptive methodology serves as an essential pre- screening and continuous monitoring tool under a standardized testing protocol. Crucially, it is not a substitute for real-world clinical validation or safety-oriented prospective studies; rather, it enables developers and healthcare institutions to implement rigorous, high-frequency, evidence-based evaluation of foundational knowledge prior to more resource-intensive downstream testing.",2026,2026,NPJ digital medicine,NPJ digital medicine,10.1038/s41746-026-02671-w,https://pubmed.ncbi.nlm.nih.gov/42151446/,[],[],"['Tianpeng Zheng', 'Zhehan Jiang', 'Jiayi Liu', 'Shicong Feng']",42151446,NPJ digital medicine. 2026 May 18. doi: 10.1038/s41746-026-02671-w.,19-05-2026,,,Tianpeng Zheng,NPJ digital medicine. 2026 May 18. doi: 10.1038/s41746-026-02671-w.
[Effectiveness of Dog-Assisted Therapy in Improving the Behavioral and Psychological Symptoms of Dementia: A Systematic Review and Meta-Analysis].,"Patients with dementia commonly exhibit behavioral and psychological symptoms of dementia (BPSD) such as depression, withdrawal, and agitation. These symptoms are known to significantly impact both mental and physical health, increase caregiving burdens, and lead to higher rates of hospitalization and mortality.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26309,https://pubmed.ncbi.nlm.nih.gov/42151047/,"['behavioral and psychological symptoms', 'dementia', 'dog-assisted therapy', 'meta-analysis', 'systematic review']","['Dementia', 'Animal Assisted Therapy', 'Humans', 'Dogs', 'Animals', 'Randomized Controlled Trials as Topic']","['Tsuei-Yi Tseng', 'Jia-Sin Luo', 'Chia-Chi Kuo']",42151047,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26309.,19-05-2026,,,Tsuei-Yi Tseng,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26309.
Selective early medical treatment of the patent ductus arteriosus in extremely low gestational age infants: a pilot randomised controlled trial (SMART-PDA).,To assess feasibility of recruitment and compare clinical outcomes in a trial of early selective treatment of a moderate-severe patent ductus arteriosus (PDA) or no intervention in the first 7 postnatal days in extremely preterm infants.,2026,2026,Archives of disease in childhood. Fetal and neonatal edition,Archives of disease in childhood. Fetal and neonatal edition,10.1136/archdischild-2026-330462,https://pubmed.ncbi.nlm.nih.gov/42150872/,"['Cardiology', 'Intensive Care Units, Neonatal']",[],"['Souvik Mitra', 'Audrey Hebert', 'Michael P Castaldo', 'Tim Disher', 'Walid El-Naggar', 'Santokh Dhillon', 'Ziad Alhassen', 'Jenny Koo', 'Anup C Katheria', 'Abbas Hyderi', 'Kumar Kumaran', 'Joseph Ting', 'Aimann Surak', 'Jillian Larocque', 'Dawn Pepper', 'Lisa Hornberger', 'Marjorie Makoni', 'Dany E Weisz', 'Amish Jain', 'Fabiana Bacchini', 'Austin J J Cameron-Nola', 'Tara Hatfield', 'Jon Dorling', 'Patrick J McNamara', 'Lehana Thabane']",42150872,Archives of disease in childhood. Fetal and neonatal edition. 2026 May 18. doi: 10.1136/archdischild-2026-330462.,19-05-2026,,,Souvik Mitra,Archives of disease in childhood. Fetal and neonatal edition. 2026 May 18. doi: 10.1136/archdischild-2026-330462.
Exploring factors contributing to antibiotic resistance: A cross-sectional empirical study in Bangladesh.,"Antibiotic resistance is a growing public health concern, particularly in low- and middle-income countries such as Bangladesh. This cross-sectional empirical study analyzed primary survey data collected from 254 respondents in Bangladesh using Structural Equation Modeling (SEM). Structural Equation Modeling (SEM) with Smart-PLS 4.0 was employed to analyze the relationships between key variables, ensuring accurate results despite non-normal data. The findings reveal that economic pressures, inadequate diagnostics, and cultural misconceptions are key contributors to antibiotic overuse and misuse. The study is grounded in the Health Belief Model and Ecological Systems Theory, offering a framework to understand these behaviors. It underscores the need for targeted policies, improved diagnostic resources, and heightened public awareness to address the growing problem of antimicrobial resistance. The findings indicate that economic incentives, diagnostic uncertainty, healthcare infrastructure, and sociocultural beliefs significantly influence antibiotic resistance within the surveyed population.",2026,2026,PloS one,PloS one,10.1371/journal.pone.0344449,https://pubmed.ncbi.nlm.nih.gov/42149871/,[],"['Humans', 'Bangladesh', 'Cross-Sectional Studies', 'Female', 'Male', 'Adult', 'Anti-Bacterial Agents', 'Drug Resistance, Microbial', 'Middle Aged', 'Young Adult', 'Adolescent', 'Surveys and Questionnaires', 'Health Knowledge, Attitudes, Practice', 'Drug Resistance, Bacterial']","['Abdullah Al Rakib', 'Dr Johaira Sultana Toma', 'Dr Mousumi Akhtar', 'Md Abu Hasnat', 'Md Sohel Rana', 'Rezwan Ul Haque Aubhi', 'Nur-A-Alam Mishad', 'Farzana Rahman', 'Shadia Sharmin']",42149871,PloS one. 2026. 21(5):e0344449. doi: 10.1371/journal.pone.0344449.,18-05-2026,PMC13183214,,Abdullah Al Rakib,PloS one. 2026. 21(5):e0344449. doi: 10.1371/journal.pone.0344449.
Multimodal healthcare system for human activity recognition using multiple features and advanced ensemble classifier.,"Human activity recognition (HAR) is applicable in various areas as it helps in healthcare monitoring, exercise assessment, and monitoring of smart devices.",2026,2026,Digital health,Digital health,10.1177/20552076261427061,https://pubmed.ncbi.nlm.nih.gov/42145332/,"['Activity recognition', 'ensemble learning', 'healthcare', 'machine learning', 'sparse neural networks', 'wearable sensor']",[],"['Fakhra Nazar', 'Yanfeng Wu', 'Hanan Aljuaid', 'Ahmad Jalal', 'Hui Liu']",42145332,Digital health. 2026. 12:20552076261427061. doi: 10.1177/20552076261427061.,18-05-2026,PMC13172693,,Fakhra Nazar,Digital health. 2026. 12:20552076261427061. doi: 10.1177/20552076261427061.
Progress in precision drug delivery systems for neurodegenerative diseases with muscle atrophy.,"Neurodegenerative diseases frequently co-occur with skeletal muscle atrophy, creating a complex comorbid condition that significantly accelerates functional decline and increases mortality. This dual pathology is driven by interconnected mechanisms such as protein aggregation, neuroinflammation, and impaired axonal transport, disrupting critical neuromuscular junctions (NMJs). However, a significant research gap exists in the development of therapeutic strategies that can effectively and simultaneously target both the central nervous system (CNS) and peripheral muscle tissues. We systematically summarizes the core pathological targets and critically evaluates recent advances in precision drug delivery systems designed to overcome these challenges. We explore innovative strategies, including engineered viral vectors and receptor-targeted nanoparticles for CNS delivery, as well as smart biomaterials and extracellular vesicles (EVs) for muscle-specific and dual-organ intervention, highlighting the growing role of artificial intelligence (AI) in optimizing their design. Furthermore, this review discusses the construction of multidimensional efficacy evaluation systems that integrate behavioral, molecular, and imaging biomarkers and addresses pivotal clinical translation challenges, from scalable production to species-specific differences. By examining the pathological landscape across the central nervous system and skeletal muscle together, this review connects mechanisms that have more often been considered in isolation and evaluates how their convergence may inform the design of delivery strategies targeting both tissue compartments.",2026,2026,Neuropharmacology,Neuropharmacology,10.1016/j.neuropharm.2026.111027,https://pubmed.ncbi.nlm.nih.gov/42144072/,"['Blood-brain barrier', 'Muscle atrophy', 'Neurodegenerative diseases', 'Precision drug delivery systems']",[],"['Gongchang Zhang', 'Fengjuan Hu', 'Yan Zhang', 'Daiping Li', 'Yiping Deng', 'Ming Yang', 'Tingting Huang', 'Xueling Deng', 'Ying Li', 'Chenying Fu', 'Lixing Zhou', 'Birong Dong']",42144072,Neuropharmacology. 2026 May 16. 297:111027. doi: 10.1016/j.neuropharm.2026.111027.,18-05-2026,,,Gongchang Zhang,Neuropharmacology. 2026 May 16. 297:111027. doi: 10.1016/j.neuropharm.2026.111027.
From polyetheretherketone to 3D‑printed composites: hydrothermal stability and cement‑dependent resin bonding of high‑performance polymers to pediatric restorations.,"This study evaluated the water sorption/solubility, surface characteristics, and bonding performance of different high‑performance polymers intended for restorations and appliances used in pediatric dentistry, emphasizing their hydrothermal stability and cementation protocols for durable bonding.",2026,2026,BMC oral health,BMC oral health,10.1186/s12903-026-08492-3,https://pubmed.ncbi.nlm.nih.gov/42143305/,"['3D printing', 'Bonding', 'Hydrothermal stability', 'Pediatric dentistry', 'Polyetheretherketone']",[],"['Szu-I Lin', 'Chien-Fu Tseng', 'Chi-Fei Hsieh', 'Yuichi Mine', 'Yao-Chang Chiang', 'Chiang-Wen Lee', 'Tzu-Yu Peng']",42143305,BMC oral health. 2026 May 16. doi: 10.1186/s12903-026-08492-3.,17-05-2026,,,Szu-I Lin,BMC oral health. 2026 May 16. doi: 10.1186/s12903-026-08492-3.
Re-balancing immunity with CRISPR-Cas9: Novel strategies for cancer and autoimmune disorders.,"Dysregulated immune activity is a cornerstone of numerous diseases, where excessive suppression enables cancer progression and uncontrolled activation drives autoimmunity. Immunotherapy aims to restore this balance, however, conventional approaches are often limited by suboptimal precision, efficacy, or long-term safety. The emergence of the CRISPR-Cas9 (clustered regularly interspaced short palindromic repeats-CRISPR-associated protein 9) genome-editing system has opened transformative avenues for overcoming these hurdles. This review traces the development of the CRISPR-Cas9 toolkit, encompassing gene knock out (CRISPR-KO), knock in (CRISPR-KI), transcriptional activation (CRISPRa), interference (CRISPRi), base editing and prime editing-and examines their application in reprogramming immune responses. We focus on how these six strategies enhance anti-tumor immunity by engineering immune cells to bypass inhibitory checkpoints and the tumor microenvironment, and suppress autoimmunity by restoring immune tolerance through precise genomic and transcriptional interventions. Finally, we discuss translational challenges and future directions, including the adoption of next-generation editors and smart delivery systems, which are poised to maximize the therapeutic potential of CRISPR-based cellular interventions.",2026,2026,Biotechnology advances,Biotechnology advances,10.1016/j.biotechadv.2026.108921,https://pubmed.ncbi.nlm.nih.gov/42142549/,"['Autoimmune disease', 'CRISPR-Cas9', 'Genome editing', 'Immune', 'Immune tolerance', 'Immunity', 'Immunotherapy', 'Tumor', 'Tumor microenvironment', 'cancer']",[],"['Xuanqi Ren', 'Ziyang Zhou', 'Lingkai Kong', 'Yibo Guo', 'Yan Liu', 'Jiazhen Li', 'Xiaosong Gu', 'Chunping Jiang', 'Junhua Wu']",42142549,Biotechnology advances. 2026 May 15. 90:108921. doi: 10.1016/j.biotechadv.2026.108921.,17-05-2026,,,Xuanqi Ren,Biotechnology advances. 2026 May 15. 90:108921. doi: 10.1016/j.biotechadv.2026.108921.
"Safety, Toxicity, and Regulation of Biomaterials: A Systematic Review of Global Frameworks and Emerging Challenges.","Biomaterials are natural or synthetic materials designed to interact with biological systems for medical, environmental, or industrial applications. Despite their expanding market and crucial healthcare role, ensuring safety and establishing consistent regulatory frameworks remains challenging. Regulatory inconsistencies impede innovation, increase development costs, and potentially compromise patient safety. To systematically examine toxicity concerns and regulatory frameworks governing biomaterials across major regions (USA, EU, India, China & Australia) and evaluate international standards from OECD and ISO organizations. We aimed to identify regulatory gaps, assess challenges posed by advanced materials, and propose solutions for harmonized global regulation. A comprehensive systematic review was conducted following PRISMA guidelines. Multiple electronic databases were searched to identify relevant studies examining biomaterial toxicity assessment methods and regulatory frameworks. Studies were screened based on predetermined eligibility criteria focusing on regulatory standards, toxicity evaluation methods, and safety protocols. Data extraction encompassed regulatory requirements, testing methodologies, and approval pathways. Analysis revealed significant regulatory heterogeneity across jurisdictions, with traditional testing methods inadequately addressing risks from advanced materials including nanomaterials and 3D-printed tissues. Major gaps included absence of unified global approaches, insufficient evaluation methods for complex dynamic biomaterials undergoing transformation in vivo, and lack of systematic long-term monitoring systems. Substantial improvements are achievable through innovative approaches including computational modeling for expedited approvals, smart implants incorporating embedded sensors for real-time monitoring, and establishment of international databases to eliminate redundant testing. These recommendations could enhance regulatory efficiency, improve patient safety, and facilitate global harmonization while accelerating access to life-saving technologies.",2026,2026,"Journal of biomedical materials research. Part B, Applied biomaterials","Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.70064,https://pubmed.ncbi.nlm.nih.gov/42141760/,"['ISO 10993', 'biocompatibility', 'biomaterial toxicity', 'chemical stability', 'good manufacturing practices (GMP)', 'material property validation', 'mechanical strength']","['Biocompatible Materials', 'Humans', 'Animals', 'Materials Testing']","['Abhishek Rawat', 'Anoushka Khanna', 'Bhupendra Singh Butola', 'Navneet Sharma']",42141760,"Journal of biomedical materials research. Part B, Applied biomaterials. 2026 May. 114(5):e70064. doi: 10.1002/jbm.b.70064.",16-05-2026,,,Abhishek Rawat,"Journal of biomedical materials research. Part B, Applied biomaterials. 2026 May. 114(5):e70064. doi: 10.1002/jbm.b.70064."
Quantum-enhanced federated blockchain for privacy-preserving cardiovascular intelligence.,"Cardio-Vascular Diseases (CvDs) persist as a significant mortality reason worldwide, which requires advanced risk categorization technologies that can offer custom medicine while protecting patient information. Present healthcare approaches must overcome fragmented data distribution systems, weak security measures in collaborative environments, and the ineffective processing of multi-mode clinical details. Our proposed Decentralized Federated Blockchain for Cardiovascular Intelligence (DFBCI) framework integrates the Multi-Chain Aggregation with Adaptive Consensus (MCAC) mechanism and the advanced Federated Dynamic Relational Learning (FDRL) technique to solve identified challenges. The DFBCI system enables protected cooperation between institutions through its blockchain multi-chain setup that securely combines medical data with imaging information while maintaining data integrity. The FDRL technique extracts patient temporal behavior knowledge from different modalities, which include ElectroCardioGrams (ECGs), echocardiograms, and biomarker datasets. The system executes feature extraction using Quantum-Enhanced Privacy Masking (QEPM) for security alongside non-invasive cardiac risk modeling through federated optimization and performs decentralized validation with smart contracts. Compared to standard approaches, Experimental results reveal that models achieve 19% better CvD risk prediction while reducing their convergence time by 22% and enhancing scalability by 27%. DFBCI creates powerful healthcare analytical platforms that advance secure CvD risk sorting worldwide without violating privacy rights, setting benchmark for fast, collaborative assessments.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-47521-7,https://pubmed.ncbi.nlm.nih.gov/42141004/,"['Blockchain', 'CvD', 'Decentralization', 'Deep learning', 'Federated learning', 'Multi-modal', 'Privacy', 'Quantum', 'Secure']",[],"['R Sivakami', 'V Vinoth Kumar', 'N Krishnamoorthy', 'Temesgen Engida Yimer']",42141004,Scientific reports. 2026 May 16. doi: 10.1038/s41598-026-47521-7.,16-05-2026,,,R Sivakami,Scientific reports. 2026 May 16. doi: 10.1038/s41598-026-47521-7.
Evaluation of the Effectiveness of the Smart Post-Discharge Elderly Health Management Platform for Older Patients' Health-Related Quality of Life: A Cluster Randomised Controlled Trial.,To evaluate the effectiveness of the Smart Post-Discharge Elderly Health Management Platform on health-related quality of life and self-management after hospital discharge.,2026,2026,International journal of nursing practice,International journal of nursing practice,10.1111/ijn.70151,https://pubmed.ncbi.nlm.nih.gov/42138722/,"['digital health', 'mHealth', 'nursing', 'post‐discharge care', 'telehealth', 'telenursing']","['Humans', 'Patient Discharge', 'Quality of Life', 'Aged', 'Female', 'Male', 'Aged, 80 and over', 'Self-Management', 'Self Care']","['Tongtong Fu', 'Linlin Xing', 'Hanxiao Luo', 'Qi Sun', 'Yangyang Lv', 'Xinyi Cui', 'Yufei Du', 'Chunling Xia', 'Ling Fan']",42138722,International journal of nursing practice. 2026 Jun. 32(3):e70151. doi: 10.1111/ijn.70151.,15-05-2026,,,Tongtong Fu,International journal of nursing practice. 2026 Jun. 32(3):e70151. doi: 10.1111/ijn.70151.
Quality and reliability of myocardial infarction-related short videos on TikTok and Bilibili: A cross-sectional content analysis study.,"Myocardial infarction (MI) is a leading cause of global mortality, making public education on its prevention, early recognition, and pre-hospital first aid essential. In China, short-video platforms like TikTok (Douyin) and Bilibili have become primary channels for health information dissemination. However, the quality and reliability of MI-related content on these platforms have not been systematically evaluated. This study aimed to assess and compare the quality, reliability, and accuracy of the most widely viewed (high-visibility) short videos about MI on TikTok and Bilibili and to identify factors associated with video quality.",2026,2026,Digital health,Digital health,10.1177/20552076261443766,https://pubmed.ncbi.nlm.nih.gov/42136926/,"['Bilibili', 'TikTok', 'information quality', 'myocardial infarction', 'short videos', 'social media']",[],"['Suyin Feng', 'Long Zhu', 'Jinyuan Gu', 'Dashuai Miao', 'Honglai Zhang', 'Runfeng Sun']",42136926,Digital health. 2026. 12:20552076261443766. doi: 10.1177/20552076261443766.,15-05-2026,PMC13167379,,Suyin Feng,Digital health. 2026. 12:20552076261443766. doi: 10.1177/20552076261443766.
Has smart healthcare improved older adults' health? Evidence from China's smart city pilot program- a quasi-natural experiment.,"While integrating digital technology into healthcare is a key strategy to address population aging, robust evidence on the causal impact of large-scale policies is scarce. This study aims to quantify the health effects of China's smart city policy on older adults and identify the mechanisms driving these outcomes.",2026,2026,Digital health,Digital health,10.1177/20552076261450604,https://pubmed.ncbi.nlm.nih.gov/42136920/,"['DID model', 'mental health', 'older adults', 'self-rated health', 'smart healthcare']",[],"['Bo Wang', 'Rengui Gong', 'Ruyi Huang']",42136920,Digital health. 2026. 12:20552076261450604. doi: 10.1177/20552076261450604.,15-05-2026,PMC13167267,,Bo Wang,Digital health. 2026. 12:20552076261450604. doi: 10.1177/20552076261450604.
New approaches to clinical research for people with schizophrenia.,"Schizophrenia trials have been too small, short and exclusionary, leaving the most disabled patients under-represented and key outcomes neglected. Future research should match the illness burden through sustained funding, representative recruitment, multidomain assessment, and adaptive, platform and SMART designs that test treatments efficiently and produce evidence relevant to patients' lives.",2026,2026,The British journal of psychiatry : the journal of mental science,The British journal of psychiatry : the journal of mental science,10.1192/bjp.2026.10657,https://pubmed.ncbi.nlm.nih.gov/42136560/,"['Schizophrenia', 'negative symptoms', 'platform studies', 'treatment-resistant', 'trial design']",[],"['Katherine Beck', 'Matthew Broome', 'Saeed Farooq', 'Fiona Gaughran', 'Oliver D Howes', 'Sameer Jauhar', 'Thomas Kabir', 'Maria Kapi', 'Mohammad Katshu', 'James H MacCabe', 'Robert A McCutcheon', ""Brian O'Donoghue"", 'Sofia Pappa', 'Toby Pillinger', 'Inti Qurashi', 'Dan Siskind', 'Mike Trott', 'Rachel Upthegrove', 'Emilio Fernandez-Egea']",42136560,The British journal of psychiatry : the journal of mental science. 2026 May 15. 1-4. doi: 10.1192/bjp.2026.10657.,15-05-2026,,,Katherine Beck,The British journal of psychiatry : the journal of mental science. 2026 May 15. 1-4. doi: 10.1192/bjp.2026.10657.
Hydrogel-based Advances in Dermatological Therapy: Insights from Patents and Clinical Research.,"Treating skin conditions, chronic wounds, and soft tissue injuries remains a major challenge in contemporary healthcare, with substantial financial costs and impacts on patients' quality of life. Hydrogels comprise interconnected networks of hydrophilic polymers characterized by high water content. They have emerged as a promising class of biomaterials in dermatology due to their structural similarity to the extracellular matrix, excellent biocompatibility, and adjustable mechanical properties. With a focus on wound healing, skin tissue engineering, the treatment of chronic inflammatory illnesses (such as acne, psoriasis, and eczema), and cosmetic and anti-aging procedures, this review provides a thorough overview of the development and application of hydrogel-based systems in dermatology. This review discusses the functional characteristics, therapeutic action, and clinical advantages of various formulations-including natural, synthetic, hybrid, and nanocomposite hydrogels. Additionally, a review of current patents and clinical studies provides an example of the new hydrogel technology landscape, which includes bioactive and smart hydrogels as well as multifunctional composites for enhanced skin regeneration and controlled drug delivery. Combining hydrogels with innovative technologies such as nanomaterials, 3D bioprinting, and responsive biomaterials further underscores the revolutionary potential in dermatological therapy. The research suggests that hydrogel-based methods are redefining the future of skin regeneration, repair, and cosmetic treatment by offering improved aesthetic outcomes, quicker healing, and higher patient compliance.",2026,2026,Reviews on recent clinical trials,Reviews on recent clinical trials,10.2174/0115748871449923260330194138,https://pubmed.ncbi.nlm.nih.gov/42136480/,"['Hydrogels', 'dermatology', 'drug delivery systems.', 'skin diseases', 'skin tissue engineering', 'smart biomaterials', 'wound healing']",[],"['Monika Verma', 'Neha Yadav', 'Smita Narwal', 'Nisha Grewal', 'Ashwani K Dhingra', 'Bhawna Chopra']",42136480,Reviews on recent clinical trials. 2026 May 07. doi: 10.2174/0115748871449923260330194138.,15-05-2026,,,Monika Verma,Reviews on recent clinical trials. 2026 May 07. doi: 10.2174/0115748871449923260330194138.
Chronic Inflammation (A Silent Killer) - Molecular Mechanisms and Emerging Therapeutic Approaches.,"Chronic inflammation is a dysregulated and persistent immune response that underlies numerous serious health conditions, like heart problems, diabetes, nerve damage, cancer, or conditions where the body attacks itself. Recently, scientists have gained a better understanding of how molecules such as cytokines and chemokines, along with dysregulated immune cells, contribute to excessive oxidative stress and impaired healing processes. New tools now help identify this condition as early as possible through biomarkers, advanced laboratory techniques, integrated data approaches, and smart sensors that track biological changes in real time. However, despite this knowledge, effective strategies for early prevention and long-term treatment remain limited. Daily habits, particularly anti-inflammatory dietary patterns, regular physical activity, and stress management, play a critical role in reducing the risk of disease. Emerging therapies, including inflammasome inhibitors, cytokine-targeted biologics, immunometabolic modulators, and specialized pro-resolving mediators, may restore immune homeostasis rather than merely suppressing symptoms. Additionally, microbiome-targeted interventions-such as probiotics, prebiotics, bacteriophage therapy, and fecal microbiota transplantation-are increasingly being recognized as potential strategies to modulate systemic inflammation. Daily habits, especially eating patterns that fight inflammation, walking regularly, or handling stress, are critically important for lowering the chances of illness. Chronic inflammation is a complex, multifactorial process; therefore, its effective management requires integrated efforts in basic research, therapeutic innovation, and population- level healthcare strategies. Innovations in personalized medicine, AI-based analytics, digital health technologies, and microbiome science are poised to significantly enhance diagnostic and therapeutic approaches. Sustained cross-disciplinary collaboration will be critical in mitigating the worldwide impact of chronic inflammatory disorders and improving long-term health outcomes.",2026,2026,Current drug targets,Current drug targets,10.2174/0113894501450885260409050432,https://pubmed.ncbi.nlm.nih.gov/42136241/,"['Chronic inflammation', 'autoimmune disorder', 'bio-markers and omics technologies', 'cancer', 'therapeutic strategies.']",[],"['Rishikesh Singh', 'Monika', 'Rupa Mazumder', 'Avijit Mazumder', 'Manish Singh', 'Chandana Majee', 'Swarupanjali Padhi', 'Saumya Das']",42136241,Current drug targets. 2026 May 06. doi: 10.2174/0113894501450885260409050432.,15-05-2026,,,Rishikesh Singh,Current drug targets. 2026 May 06. doi: 10.2174/0113894501450885260409050432.
A Complement and Coagulation Cascade-Related Prognostic Signature Predicts Survival and Immune Landscape in Lung Adenocarcinoma.,To evaluate the prognostic value of complement and coagulation cascades (CCC) in lung adenocarcinoma (LUAD).,2026,2026,Current gene therapy,Current gene therapy,10.2174/0115665232473551260504092329,https://pubmed.ncbi.nlm.nih.gov/42136237/,"['Lung adenocarcinoma', 'WGCNA', 'complement and coagulation cascade', 'drug sensitivity.', 'immunity', 'prognosis']",[],"['Binbin He', 'Rangfei Zhu', 'Na Li', 'Wei Li']",42136237,Current gene therapy. 2026 May 07. doi: 10.2174/0115665232473551260504092329.,15-05-2026,,,Binbin He,Current gene therapy. 2026 May 07. doi: 10.2174/0115665232473551260504092329.
"The impact of smart city pilot policies on household consumption in households with older adults: mechanisms, heterogeneity, and inequality.","With the rapid advancement of Smart City development, its impact on per capita household consumption in households with older adults remains insufficiently understood. This study aims to examine the causal effects of Smart City pilot policies on household consumption and consumption structure among older households in China.",2026,2026,BMC geriatrics,BMC geriatrics,10.1186/s12877-026-07606-4,https://pubmed.ncbi.nlm.nih.gov/42135640/,"['Consumption inequality', 'Difference-in-differences', 'Digital connectivity', 'Household consumption', 'Smart City']",[],['Zhiying Li'],42135640,BMC geriatrics. 2026 May 14. doi: 10.1186/s12877-026-07606-4.,15-05-2026,,,Zhiying Li,BMC geriatrics. 2026 May 14. doi: 10.1186/s12877-026-07606-4.
Strategic prioritization of blockchain diffusion factors by an integrated fuzzy Delphi-Dombi LMAW model: A case study in Bangladesh healthcare sectors.,"Over the recent years, blockchain technology has been an essential practice in enhancing profitability in healthcare supply chains, especially in emerging economies. Nevertheless, regulatory uncertainty, management resistance and inadequate technological infrastructure are major setbacks. This study evaluates the diffusion factors of blockchain technology in healthcare sector of Bangladesh within a two-stage method; first, combining literature review and expert opinions, 26 significant factors were identified, which were later reduced to 22 through Fuzzy Delphi Method across 5 dimensions (Organizational, Technological, Environmental, Managerial, Individual). In the second stage, the factors ranked in importance using the Dombi Logarithmic Methodology of Additive Weights (LMAW) were consequently subjected to sensitivity analysis to ensure the robustness of results. The results indicate that the most impactful drivers are Top Management Support (0.0501), Organization Readiness (0.0485) and Trust Among Stakeholders (0.0481) for all the healthcare organizations whereas Smart Contract Automation (0.0368) and Innovation Pressure (0.0362) got the least importance and indicate that the sector is in need of strategic leadership and infrastructure rather than advanced innovations. Theoretically, this study advances technology adoption literature by demonstrating that fundamental organizational readiness and leadership support act as non-compensatory prerequisites for blockchain diffusion in emerging economies. Managerially, the proposed framework empowers healthcare executives and policymakers with an actionable roadmap for targeted resource allocation, facilitating strategic blockchain integration to enhance supply chain transparency and resilience.",2026,2026,PloS one,PloS one,10.1371/journal.pone.0348578,https://pubmed.ncbi.nlm.nih.gov/42133605/,[],"['Bangladesh', 'Delphi Technique', 'Humans', 'Blockchain', 'Health Care Sector', 'Fuzzy Logic']","['Nasif Morshed', 'Raad Shahamat Labib', 'Mushfiqur Rahman', 'Kazi Md Tanvir Anzum']",42133605,PloS one. 2026. 21(5):e0348578. doi: 10.1371/journal.pone.0348578.,14-05-2026,PMC13175360,,Nasif Morshed,PloS one. 2026. 21(5):e0348578. doi: 10.1371/journal.pone.0348578.
The Role of Artificial Intelligence in Medication Management for Older Adults: A Systematic Review.,"Older adults face increased risks of medication non-adherence, adverse drug events, and polypharmacy due to chronic health conditions and complex drug regimens. Traditional medication management approaches often fall short in addressing these challenges. Artificial intelligence (AI) has emerged as a promising tool for enhancing medication safety and personalization in geriatric care. This systematic review aimed to explore the role of AI in medication management for older adults, highlighting its effectiveness, usability, ethical implications, and integration within healthcare systems. Following PRISMA guidelines, a comprehensive search was conducted across six databases (PubMed, Scopus, Web of Science, CINAHL, IEEE Xplore, and Cochrane Library) for studies published between January 2015 and March 2025. Eligible studies included qualitative, quantitative, and mixed-methods research on AI-based medication interventions for individuals aged 60 and above. Data were synthesized thematically. Twenty-nine studies were included. Five major themes emerged: (1) AI's ability to enhance adherence through smart reminders and automation; (2) personalized and predictive capabilities in managing complex regimens; (3) design and usability challenges among older adults; (4) ethical concerns related to trust, privacy, and autonomy; and (5) the importance of seamless integration within clinical workflows. Cross-cutting observations emphasized the need for hybrid care models, inclusive design, and digital literacy training. AI has the potential to transform geriatric medication management. However, its success depends on ethical implementation, user-centered design, healthcare integration, and attention to equity. Long-term evaluations are essential to ensure sustainable and inclusive outcomes.",2026,2026,Aging medicine (Milton (N.S.W)),Aging medicine (Milton (N.S.W)),10.1002/agm2.70074,https://pubmed.ncbi.nlm.nih.gov/42130758/,"['artificial intelligence', 'digital health technology', 'geriatric care', 'medication management', 'older adults']",[],"['Dipak Chandra Das', 'Moustaq Karim Khan Rony', 'Shovit Dutta', 'Md Sami Al Zubair Zujbe', 'Tapan Bhattacharjee', 'Niloy Debnath', 'Shabbir Abdullah Maruf', 'Chowdhury Galib Mortuza', 'Farhana Rahman', 'Akash Das']",42130758,Aging medicine (Milton (N.S.W)). 2026 Apr. 9(2):196-213. doi: 10.1002/agm2.70074.,14-05-2026,PMC13163944,,Dipak Chandra Das,Aging medicine (Milton (N.S.W)). 2026 Apr. 9(2):196-213. doi: 10.1002/agm2.70074.
