Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
[Practicing Cultural Safety: Providing Nursing Care to Taiwan's Increasingly Diverse Population].,"With the increasing pace of globalization and transnational migration, healthcare systems are becoming more culturally diverse. In Taiwan, demographic changes have introduced increasing numbers of patients from diverse cultural backgrounds into clinical care environments, presenting new challenges for nursing practice. Cultural safety has emerged as an important framework for promoting equitable healthcare and improving the quality of patient care. Under this concept, patients' lived experiences and perceptions of care are used as central indicators of healthcare quality, and healthcare professionals are encouraged to reflect critically on the power dynamics and institutional biases within their healthcare interactions. In this article, the practical implications of cultural safety in nursing practice are discussed in the context of four culturally diverse populations in Taiwan: indigenous residents, migrant workers and other expatriates, sexual and gender minorities, and non-Taiwanese spouses and new immigrants. Language barriers, varied levels of health literacy, culturally shaped health beliefs, and limited social support are all factors that may influence patient trust, engagement in care, and adherence to treatment. When healthcare providers lack cultural sensitivity and reflective awareness, communication gaps and subtle forms of exclusion may occur in clinical encounters. Strengthening cross-cultural communication, encouraging patient participation in decision-making, fostering professional self-reflection, and creating institutional environments that support culturally safe practice are essential strategies to improving care. Therefore, cultural safety offers an important framework for developing strategies to enhance patient trust, improve care experiences, and advance health equity in multicultural healthcare settings.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26303,https://pubmed.ncbi.nlm.nih.gov/42151041/,"['cross-cultural nursing', 'cultural safety', 'health equity', 'patient trust', 'patient-centered care']","['Humans', 'Taiwan', 'Cultural Competency', 'Nursing Care', 'Cultural Diversity']",['Shiu-Yun Fu'],42151041,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26303.,19-05-2026,,,Shiu-Yun Fu,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26303.
[From Cultural Sensitivity to Cultural Safety: Transforming Nursing Practice in a Multicultural Society].,"With the acceleration of both globalization and population mobility, healthcare settings have become increasingly culturally diverse, presenting nurses with more complex cross-cultural challenges. Although cultural sensitivity promotes understanding and respect for cultural differences, its emphasis on knowledge accumulation limits its effectiveness in addressing the power imbalances and structural inequalities embedded in healthcare interactions. In contrast, cultural safety underscores that quality of care should be defined by patients' subjective experiences and highlights the important influence of power relations, critical self-reflection, patient autonomy, and structural contexts on care quality. In this article, the author examines the theoretical transition from cultural sensitivity to cultural safety in the nursing profession and analyzes the implementation of cultural safety in clinical practice, nursing education, and healthcare systems and its related challenges. The results of literature synthesis and analysis show that cultural safety facilitates the reconstruction of nurse-patient relationships, strengthens patient participation and trust, and provides a vital approach to addressing health inequities in multicultural societies. In the Taiwanese context, the health concerns of diverse populations, which include new immigrants, migrant workers, and transgender individuals, underscore the practical and policy implications of cultural safety. Future efforts should continue to integrate cultural safety into nursing education, clinical practice, and institutional design to develop culturally appropriate care models grounded in local contexts to further enhance care quality and promote health equity.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26302,https://pubmed.ncbi.nlm.nih.gov/42151040/,"['cultural safety', 'cultural sensitivity', 'culturally appropriate care', 'health equity']","['Humans', 'Cultural Competency', 'Cultural Diversity', 'Nurse-Patient Relations']",['Hwey-Fang Liang'],42151040,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26302.,19-05-2026,,,Hwey-Fang Liang,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26302.
"[From Self-Reflection to Building a ""Culturally Safe"" Care System].","As Taiwanese society grows increasingly diverse and inclusive, the challenges faced in frontline clinical care are expanding beyond treating physical illnesses to include how to effectively embrace the life narratives and health beliefs of diverse populations. Although the long-standing emphasis on ""cultural sensitivity"" and ""cultural competence"" in the medical profession has encouraged healthcare professionals to learn about the customs and taboos of different cultures, research findings remind us that culture is not a fixed label. Lacking critical reflection on power imbalances, the accumulation of such knowledge may lead to the emergence and entrenchment of other forms of stereotyping (Curtis et al., 2019). The theme of this issue, ""Cultural Safety in Nursing Practice"", sincerely invites readers to reflect on whether our current standardized healthcare processes have unintentionally silenced certain voices. The articles featured in this issue provide accessible yet in-depth analyses of the multiple dimensions of cultural safety. At the theoretical level, we see how cultural safety resonates with emancipatory theory, cautioning against medical hegemony and advocating for returning to patients the authority to define their quality of care. In terms of practical application and implementation, cultural safety requires nurses to engage in critical self-reflection, active listening, and shared decision-making, thereby reconstructing a more equitable power relationship between healthcare providers and patients. Meanwhile, educational systems should strengthen the cultural teaching competencies of educators in the realms of foundational knowledge, facilitation skills, and curriculum design to foster more-inclusive learning environments. Ultimately, cultural safety must extend beyond the individual level into the organizational and policy levels as well. In one of the articles, the Indigenous Peoples Health Act (2023) is used to illustrate how respect for culture may be incorporated into healthcare indicators and administrative processes, suggesting a foundation for building a people-centered healthcare system that promotes health equity and social justice. Establishing a culturally safe care environment is a transformative process for healthcare professionals in diverse societies. However, cultural safety is not a one-time technical achievement. Thus, nursing practice must shift from merely ""understanding cultural differences"" to ""examining the safety of care"" by prioritizing the subjective experiences of care recipients and reconstructing power relations between providers and patients (Kaphle et al., 2022). Through the practical strategies introduced in this issue, we hope to inspire self-reflection and encourage all readers to become agents of change. Ultimately, every individual entering the healthcare system should feel seen and heard, and be able to receive care that is respectful of their cultural context within an environment of dignity.",2026,2026,Hu li za zhi The journal of nursing,Hu li za zhi The journal of nursing,10.6224/JN.26301,https://pubmed.ncbi.nlm.nih.gov/42151039/,[],"['Humans', 'Cultural Competency', 'Culturally Competent Care']",['Shoa-Jen Perng'],42151039,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26301.,19-05-2026,,,Shoa-Jen Perng,Hu li za zhi The journal of nursing. 2026 Jun. 73(3). doi: 10.6224/JN.26301.
Exercise pulmonary hypertension in asymptomatic patients with HIV infection Insights from the RIGHT-NET registry.,Asymptomatic patients with Human Immunodeficiency Virus (HIV) infection may remain at increased risk for pulmonary vascular disease. We therefore explored the pulmonary circulation in these patients using exercise stress echocardiography.,2026,2026,European journal of internal medicine,European journal of internal medicine,10.1016/j.ejim.2026.106907,https://pubmed.ncbi.nlm.nih.gov/42151027/,"['Exercise echocardiography', 'HIV', 'Pulmonary vascular disease', 'Right ventricle', 'mPAP/CO slope']",[],"['R Madonna', 'A M Marra', 'F Biondi', 'A Carbone', 'E Carluccio', 'V Codullo', ""M D'Alto"", ""A D'Agostino"", 'M De Luca', 'A M Esposito', 'F Ferrara', 'S Ghio', 'M Franzese', 'M Zanfardino', 'R Naeije', 'R De Caterina', 'E Bossone']",42151027,European journal of internal medicine. 2026 May 18. 106907. doi: 10.1016/j.ejim.2026.106907.,19-05-2026,,,R Madonna,European journal of internal medicine. 2026 May 18. 106907. doi: 10.1016/j.ejim.2026.106907.
Intensive Care Nurses' Use of the Critical-Care Pain Observation Tool.,"Pain is an unpleasant experience and can cause adverse physiological effects such as tissue hypoxia, increased catabolism and immune dysfunction. Behavioral pain assessment tools are used for patients unable to self-report, and it is important for nurses to use these tools appropriately. This study aimed to examine Critical Care Pain Observation Tool Japanese version (CPOT-J) use by nurses in adult intensive care units (ICUs) for patients unable to self-report but likely to experience pain, and to identify factors associated with CPOT-J use.",2026,2026,Pain management nursing : official journal of the American Society of Pain Management Nurses,Pain management nursing : official journal of the American Society of Pain Management Nurses,10.1016/j.pmn.2026.04.014,https://pubmed.ncbi.nlm.nih.gov/42151020/,"['Critical care', 'Critical care pain observation tool', 'Intensive care unit', 'Online questionnaire', 'Pain assessment']",[],"['Masatane Kida', 'Tomoko Akase']",42151020,Pain management nursing : official journal of the American Society of Pain Management Nurses. 2026 May 18. doi: 10.1016/j.pmn.2026.04.014.,19-05-2026,,,Masatane Kida,Pain management nursing : official journal of the American Society of Pain Management Nurses. 2026 May 18. doi: 10.1016/j.pmn.2026.04.014.
Quality Indicators for Pain Management in Geriatric Patients: A Scoping Review.,"Quality indicators (QI) can be valuable tools for measuring and improving the quality of healthcare and used widely in the international context. Geriatric patients are older adults with geriatric-typical multimorbidity, and pain is common in this particular vulnerable population. QIs can be employed to improve the quality of pain management.",2026,2026,Pain management nursing : official journal of the American Society of Pain Management Nurses,Pain management nursing : official journal of the American Society of Pain Management Nurses,10.1016/j.pmn.2026.04.016,https://pubmed.ncbi.nlm.nih.gov/42151019/,"['Aged', 'Geriatric nursing', 'Pain', 'Pain management', 'Quality indicators']",[],"['Melina Hendlmeier', 'Evelyn Gebhardt', 'Erika Sirsch']",42151019,Pain management nursing : official journal of the American Society of Pain Management Nurses. 2026 May 18. doi: 10.1016/j.pmn.2026.04.016.,19-05-2026,,,Melina Hendlmeier,Pain management nursing : official journal of the American Society of Pain Management Nurses. 2026 May 18. doi: 10.1016/j.pmn.2026.04.016.
Transcranial Electric Stimulation in Chronic Pain Patients: Clinical Profile of Treatment Responders.,"Pharmacological interventions for chronic pain (CP) show limited evidence and adverse side effects, and thus, the management of CP represents a challenge for the healthcare systems. In the last few years, transcranial Electrical Stimulation (tES) has yielded positive results in relieving pain in patients with CP. However, the evidence has been obtained through group-level analyses without considering patient profiles that may benefit most from this technique.",2026,2026,Pain management nursing : official journal of the American Society of Pain Management Nurses,Pain management nursing : official journal of the American Society of Pain Management Nurses,10.1016/j.pmn.2026.04.015,https://pubmed.ncbi.nlm.nih.gov/42151018/,"['Anxiety', 'Chronic pain', 'Clinical profile', 'Depression', 'Transcranial electrical stimulation']",[],"['Antonio Gil-Ugidos', 'Jorge Alcántara-Espinosa', 'Lara Rubal-Otero', 'Mónica Mayo-Moldes', 'Noelia Samartin-Veiga', 'María Teresa Carrillo-de-la-Peña']",42151018,Pain management nursing : official journal of the American Society of Pain Management Nurses. 2026 May 18. doi: 10.1016/j.pmn.2026.04.015.,19-05-2026,,,Antonio Gil-Ugidos,Pain management nursing : official journal of the American Society of Pain Management Nurses. 2026 May 18. doi: 10.1016/j.pmn.2026.04.015.
"Re. ""Improving dietary oversight in pharmaceutical clinical trials for inborn errors of metabolism"".",,2026,2026,"Nutrition (Burbank, Los Angeles County, Calif.)","Nutrition (Burbank, Los Angeles County, Calif.)",10.1016/j.nut.2026.113245,https://pubmed.ncbi.nlm.nih.gov/42151014/,[],[],"['Nicole Y McWhorter', 'Tracy B Lowe', 'Sara M Sarasua', 'Christopher L Farrell', 'Melanie B Gillingham']",42151014,"Nutrition (Burbank, Los Angeles County, Calif.). 2026 Apr 16. 113245. doi: 10.1016/j.nut.2026.113245.",19-05-2026,,,Nicole Y McWhorter,"Nutrition (Burbank, Los Angeles County, Calif.). 2026 Apr 16. 113245. doi: 10.1016/j.nut.2026.113245."
"First lessons from the evaluation of CoFoR, an adaptation of the recovery college model in France for mental health promotion, peer support, and recovery.","Recovery Colleges (RCs) are innovative educational programs based on peer-support and the promotion of mental health to support persons affected by mental disorders in their personal recovery journey. In France, the Accompagnement à l'Autonomie en Santé (Support for Health Autonomy) initiative led to the emergence of the first RC: the CoFoR, whose preliminary evaluation results are reported in this article.",2026,2026,L'Encephale,L'Encephale,10.1016/j.encep.2026.02.016,https://pubmed.ncbi.nlm.nih.gov/42150987/,"['Auto-support', 'Mental health promotion', 'Pair-aidance', 'Peer support', 'Peer workers', 'Promotion de la santé mentale', 'Psychoéducation', 'Recovery college', 'Training']",[],"['Antoine Gruau', 'Julien Grard', 'Aurélie Tinland']",42150987,L'Encephale. 2026 May 18. doi: 10.1016/j.encep.2026.02.016.,19-05-2026,,,Antoine Gruau,L'Encephale. 2026 May 18. doi: 10.1016/j.encep.2026.02.016.
American Society for Metabolic and Bariatric Surgery statement on the treatment options for patients with non-response and weight recurrence after metabolic and bariatric surgery.,"Metabolic and bariatric surgery (MBS) is the most effective treatment for severe obesity, producing durable weight loss and improvement in obesity-related comorbidities. However, a subset of patients experience inadequate weight loss (non-response, NR) or weight recurrence (WR), which can lead to persistence or recurrence of metabolic disease, diminished quality of life, and warrants for further treatment interventions.",2026,2026,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,10.1016/j.soard.2026.04.002,https://pubmed.ncbi.nlm.nih.gov/42150970/,"['Anti-obesity medications', 'Bariatric surgery', 'Non-response', 'Revisional surgery', 'Weight recurrence']",[],"['Vosburg Ralph Wesley', 'Carter Jonathan', 'Azagury Dan', 'Nimeri Abdelrahman', 'Northup Christopher Joseph', 'Eisenberg Daniel', 'Rogers Ann', 'Papasavas Pavlos']",42150970,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery. 2026 Apr 21. doi: 10.1016/j.soard.2026.04.002.,19-05-2026,,,Vosburg Ralph Wesley,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery. 2026 Apr 21. doi: 10.1016/j.soard.2026.04.002.
Improving End-of-Life Care for Patients in Australian Cardiology Wards: A Retrospective Medical Record Audit.,"Dynamic hospital settings such as cardiology wards face challenges in delivering high-quality end-of-life care due to high patient volumes, urgent clinical demands, variable disease trajectories, and time pressures, often resulting in delayed goals-of-care discussions and suboptimal care. Despite the availability of national End-of-Life Care Standards and associated quality audit tools, evidence describing their use and end-of-life care practices in Australian cardiology wards remains limited. We aimed to examine end-of-life care in cardiology wards within Australian hospitals.",2026,2026,"Heart, lung & circulation","Heart, lung & circulation",10.1016/j.hlc.2026.04.111,https://pubmed.ncbi.nlm.nih.gov/42150968/,"['Cardiology', 'End-of-life care', 'Hospital', 'Palliative care']",[],"['Tessa Holman', 'Peter Macdonald', 'Diana Slade', 'Liza Goncharov', 'Sandy Middleton', 'Gareth John Watts', 'Maureen Williams', 'Georgia Carr', 'Imogen Mitchell', 'Gemma McErlean', 'Suzanne Sheppard-Law', 'Kelly Jones', 'Glenn Paull', 'Nicola Templeton', 'Sophie Rayner', 'Sarah Davis', 'Yan Gao', 'Wenpeng You', 'Rose Kennedy', 'Brendan Clifford', 'Ross Proctor', 'Cris Algoso', 'Perryn Ng', 'Brendan Myhill', 'David Lowe', 'Emma Devlin', 'Kerry Lennox', 'James McVeigh', 'Margaret Ryan', 'Nicola Straiton']",42150968,"Heart, lung & circulation. 2026 May 18. doi: 10.1016/j.hlc.2026.04.111.",19-05-2026,,,Tessa Holman,"Heart, lung & circulation. 2026 May 18. doi: 10.1016/j.hlc.2026.04.111."
"Effects of large language model-generated, patient-oriented discharge summaries on patient activation: a single-centre, single-blind, randomised controlled trial in Germany.","The transition from hospital to home represents an important period in patient care. Evidence suggests that improving patient activation (knowledge, skills, and confidence in self-care) reduces adverse post-discharge outcomes. Patient-oriented discharge summaries (PODS) show promise in increasing patient activation, but are laborious and time-consuming to generate manually. We investigated whether patient-oriented discharge summaries generated by a large language model (LLM) could enhance patient activation compared with standard discharge summaries.",2026,2026,The Lancet. Digital health,The Lancet. Digital health,10.1016/j.landig.2026.100991,https://pubmed.ncbi.nlm.nih.gov/42150962/,[],[],"['Paul Rust', 'Julian Frings', 'Sven Meister', 'Falko C Schulte', 'Christian Prinz', 'Leonard Fehring']",42150962,The Lancet. Digital health. 2026 May 18. 100991. doi: 10.1016/j.landig.2026.100991.,19-05-2026,,,Paul Rust,The Lancet. Digital health. 2026 May 18. 100991. doi: 10.1016/j.landig.2026.100991.
Insurance-based disparities in traumatic brain injury length of stay and discharge dispositions: A retrospective cohort analysis of the national trauma data bank.,"Insurance-based disparities associated with outcomes in traumatic brain injury (TBI), including acute care discharge dispositions, remain understudied. This study aims to evaluate the associations between Medicaid versus private insurance (PI) on hospital length of stay (LOS) and discharge disposition in patients with TBI across severities.",2026,2026,Injury,Injury,10.1016/j.injury.2026.113358,https://pubmed.ncbi.nlm.nih.gov/42150936/,"['Discharge disposition', 'Insurance', 'Length of stay', 'Medicaid', 'Mortality', 'Neurosurgery', 'Private insurance', 'Public insurance', 'Socioeconomic status', 'Traumatic brain injury']",[],"['Oleksandr Strelko', 'Ergi Spiro', 'Austin Lui', 'Phiroz E Tarapore', 'Michael C Huang', 'Geoffrey T Manley', 'John K Yue', 'Anthony M DiGiorgio']",42150936,Injury. 2026 May 15. 113358. doi: 10.1016/j.injury.2026.113358.,19-05-2026,,,Oleksandr Strelko,Injury. 2026 May 15. 113358. doi: 10.1016/j.injury.2026.113358.
A scoping review of the impact of research engagement interventions in hospital pharmacy staff.,"Research engagement forms a fundamental aspect of clinical practice and hospital pharmacy. Research generates evidence to improve patient care, enhance service delivery, and improve pharmacy workflows.",2026,2026,Research in social & administrative pharmacy : RSAP,Research in social & administrative pharmacy : RSAP,10.1016/j.sapharm.2026.05.004,https://pubmed.ncbi.nlm.nih.gov/42150934/,"['Capacity', 'Engagement', 'Interventions', 'Pharmacist', 'Pharmacy', 'Research', 'Technician']",[],"['Elizabeth McCourt', 'Steffy Megane Lalloo', 'Nazanin Ghahreman-Falconer', 'Laetitia Hattingh']",42150934,Research in social & administrative pharmacy : RSAP. 2026 May 12. doi: 10.1016/j.sapharm.2026.05.004.,19-05-2026,,,Elizabeth McCourt,Research in social & administrative pharmacy : RSAP. 2026 May 12. doi: 10.1016/j.sapharm.2026.05.004.
"Corrigendum to ""Innate and adaptive immune responses to the injection of hybrid camouflaging erythrocyte Saccharolobus solfataticus-phosphotriesterase mutant-loaded nanoreactors to mice"" [Chem. Biol. Interact. 433 (2026) 112092].",,2026,2026,Chemico-biological interactions,Chemico-biological interactions,10.1016/j.cbi.2026.112144,https://pubmed.ncbi.nlm.nih.gov/42150928/,[],[],"['Aida Gabdoulkhakova', 'Almaz Akhunzianov', 'Albina Malanyeva', 'Olga Vasileva', 'Regina Miftakhova', 'Tatiana Pashirova', 'Patrick Masson']",42150928,Chemico-biological interactions. 2026 May 18. 112144. doi: 10.1016/j.cbi.2026.112144.,19-05-2026,,,Aida Gabdoulkhakova,Chemico-biological interactions. 2026 May 18. 112144. doi: 10.1016/j.cbi.2026.112144.
From classrooms to clinics: Applying culturally relevant pedagogy to train physicians who serve African American patients.,"Despite the widespread integration of cultural competence training into undergraduate medical education (UME) curricula over the past two decades, health disparities persist for African American patients. While such training may improve provider attitudes and patient satisfaction, evidence linking it to measurable health outcomes remains limited. This perspective examines how culturally relevant pedagogy (CRP), originally developed by Gloria Ladson-Billings for K-12 education, can be meaningfully adapted to medical education by analyzing successful healthcare interventions for African American patients through this lens. By focusing on CRP principles, including identity, social relationships, and conceptions of knowledge, this article explores how medical educators can better prepare students to serve African American patients through more culturally grounded, community based, and critically engaged training.",2026,2026,Journal of the National Medical Association,Journal of the National Medical Association,10.1016/j.jnma.2026.05.005,https://pubmed.ncbi.nlm.nih.gov/42150927/,[],[],"['Michelle Knecht', 'Dilys Schoorman', 'Maria Mejia']",42150927,Journal of the National Medical Association. 2026 May 18. doi: 10.1016/j.jnma.2026.05.005.,19-05-2026,,,Michelle Knecht,Journal of the National Medical Association. 2026 May 18. doi: 10.1016/j.jnma.2026.05.005.
Multi-Level Variable Selection Using a BART-Enhanced Mixed-Effects Framework.,"Selecting important individual- and cluster-level predictors has become increasingly critical in healthcare research, where data often exhibit hierarchical structures due to collection from multiple clusters. Mixed-effects models, which account for within-cluster correlation and between-cluster heterogeneity, are a natural approach for multilevel variable selection. However, currently available variable selection methods for multilevel data are predominantly based on mixed-effects models that impose restrictive parametric assumptions, potentially limiting their utility when the underlying relationships are nonlinear or involve interactions. While nonparametric methods have shown promise for variable selection in non-clustered data, they have been much less studied in the multilevel setting. Moreover, nonparametric methods that explicitly account for multilevel structure have largely been designed for prediction, rather than for simultaneous selection of relevant covariates at both the individual and cluster levels. To address these limitations, we propose a flexible, fully Bayesian unified framework for simultaneous variable selection of both fixed and random effects. Our framework integrates the nonparametric flexibility of Bayesian Additive Regression Trees (BART) for fixed-effect predictor selection with a hierarchical Bayesian component that identifies random-effect predictors via covariance decomposition and permutation strategies. To address scenarios common in multilevel data, where cluster-level covariates are constant within clusters and can induce near-collinearity and instability in selection, we further propose a computationally efficient two-step procedure. This method disentangles the contributions of individual- and cluster-level predictors, thereby mitigating collinearity and improving stability in variable selection. Comprehensive simulation studies demonstrate the effectiveness and robustness of our proposed methods across diverse scenarios. We further illustrate the practical utility of these approaches by applying them to a multilevel Alzheimer's disease dataset.",2026,2026,Statistics in medicine,Statistics in medicine,10.1002/sim.70593,https://pubmed.ncbi.nlm.nih.gov/42150890/,"['Bayesian machine learning', 'Dirichlet distribution', 'Metropolis importance', 'near‐collinearity', 'permutation‐based', 'spike and slab prior']","['Humans', 'Bayes Theorem', 'Computer Simulation', 'Cluster Analysis', 'Models, Statistical', 'Multilevel Analysis', 'Statistics, Nonparametric', 'Alzheimer Disease']","['Keming Zhang', 'Yaoyao Li', 'Jungang Zou', 'Sijian Wang', 'Bernadette A Fausto', 'Liangyuan Hu']",42150890,Statistics in medicine. 2026 May. 45(10-12):e70593. doi: 10.1002/sim.70593.,19-05-2026,,,Keming Zhang,Statistics in medicine. 2026 May. 45(10-12):e70593. doi: 10.1002/sim.70593.
Selective early medical treatment of the patent ductus arteriosus in extremely low gestational age infants: a pilot randomised controlled trial (SMART-PDA).,To assess feasibility of recruitment and compare clinical outcomes in a trial of early selective treatment of a moderate-severe patent ductus arteriosus (PDA) or no intervention in the first 7 postnatal days in extremely preterm infants.,2026,2026,Archives of disease in childhood. Fetal and neonatal edition,Archives of disease in childhood. Fetal and neonatal edition,10.1136/archdischild-2026-330462,https://pubmed.ncbi.nlm.nih.gov/42150872/,"['Cardiology', 'Intensive Care Units, Neonatal']",[],"['Souvik Mitra', 'Audrey Hebert', 'Michael P Castaldo', 'Tim Disher', 'Walid El-Naggar', 'Santokh Dhillon', 'Ziad Alhassen', 'Jenny Koo', 'Anup C Katheria', 'Abbas Hyderi', 'Kumar Kumaran', 'Joseph Ting', 'Aimann Surak', 'Jillian Larocque', 'Dawn Pepper', 'Lisa Hornberger', 'Marjorie Makoni', 'Dany E Weisz', 'Amish Jain', 'Fabiana Bacchini', 'Austin J J Cameron-Nola', 'Tara Hatfield', 'Jon Dorling', 'Patrick J McNamara', 'Lehana Thabane']",42150872,Archives of disease in childhood. Fetal and neonatal edition. 2026 May 18. doi: 10.1136/archdischild-2026-330462.,19-05-2026,,,Souvik Mitra,Archives of disease in childhood. Fetal and neonatal edition. 2026 May 18. doi: 10.1136/archdischild-2026-330462.
"Dermatophytes: Global Pandemic, Multidrug Resistance, Human-to-Human, and Sexual Transmission.","We are witnessing a sea change in the epidemiology of dermatophytosis. While commonly perceived as a mild infection of skin, hair, or nails, new human pathogens have emerged from the zoophilic",2026,2026,Cold Spring Harbor perspectives in medicine,Cold Spring Harbor perspectives in medicine,10.1101/cshperspect.a042004,https://pubmed.ncbi.nlm.nih.gov/42150855/,[],[],"['Aditya K Gupta', 'Tong Wang', 'Anuradha Chowdhary']",42150855,Cold Spring Harbor perspectives in medicine. 2026 May 18. doi: 10.1101/cshperspect.a042004.,19-05-2026,,,Aditya K Gupta,Cold Spring Harbor perspectives in medicine. 2026 May 18. doi: 10.1101/cshperspect.a042004.
Evaluation of AI tool assisting primary healthcare physicians to diagnostic and treatment tasks.,"Primary healthcare (PHC) plays an important role in the healthcare system, yet the shortage of qualified primary healthcare physician (PHP) restricts the quality of diagnostic and treatment services provided by PHC institutions. The rapid development and prevalence of artificial intelligence (AI) offer a solution to this challenge. Existing research primarily focused on two themes: evaluating the performance of AI tools and investigating PHPs' attitudes and use intention to such AI. There are three main modes used to evaluate the performance of AI tools: evaluation of single AI tool, comparison across different AI tools and comparison between AI tool and physicians. Confusion metrics and examination are two types of indicators primarily used to assess these products. PHPs generally hold positive attitudes and use intentions towards AI tools. According to the technology acceptance model, influential factors of PHPs' attitudes and use intention can be categorised into usefulness and ease of use. Limitations and future research directions are also discussed in this article, which provides insights for future research and practice to improve AI tools assisting PHPs in diagnostic and treatment tasks and promote AI adoption in PHC.",2026,2026,Family medicine and community health,Family medicine and community health,10.1136/fmch-2025-003860,https://pubmed.ncbi.nlm.nih.gov/42150852/,"['Family Medicine', 'General Practice', 'Medical Informatics', 'Primary Health Care', 'Public Health Informatics']","['Artificial Intelligence', 'Humans', 'Physicians, Primary Care', 'Attitude of Health Personnel', 'Primary Health Care']","['Tianran Wang', 'Jinyu He', 'Yiran Wang', 'Ning Zhang', 'Kaiyuan Chen', 'Wannian Liang']",42150852,Family medicine and community health. 2026 May 18. 14(Suppl 3). doi: 10.1136/fmch-2025-003860.,19-05-2026,,,Tianran Wang,Family medicine and community health. 2026 May 18. 14(Suppl 3). doi: 10.1136/fmch-2025-003860.
Comparison of BAFF and type I IFN activity in blood and placenta in SLE and healthy pregnancies.,To examine B cell-activating factor (BAFF) and type I interferon (IFN) activity at the transcriptional and protein levels in blood and placental tissue in SLE compared with healthy pregnancies to assess their relationship and to determine whether BAFF levels are associated with pregnancy outcomes in SLE.,2026,2026,Lupus science & medicine,Lupus science & medicine,10.1136/lupus-2026-002020,https://pubmed.ncbi.nlm.nih.gov/42150848/,"['Autoantibodies', 'Inflammation', 'Lupus Erythematosus, Systemic']","['Humans', 'Female', 'B-Cell Activating Factor', 'Pregnancy', 'Lupus Erythematosus, Systemic', 'Placenta', 'Adult', 'Interferon Type I', 'Pregnancy Complications', 'Leukocytes, Mononuclear', 'Case-Control Studies', 'Interferon-alpha', 'B-Lymphocytes', 'Pregnancy Outcome', 'Antibodies, Antinuclear', 'Young Adult']","['Agnes Torell', 'Kerstin Andersson', 'Iva Gunnarsson', 'Elisabet Svenungsson', 'Agneta Zickert', 'Maria Majczuk Sennström', 'Estelle Trysberg', 'Anders A Bengtsson', 'Andreas Jönsen', 'Helena Strevens', 'Christopher Sjöwall', 'Muna Saleh', 'Sofia Pihl', 'Dag Leonard', 'Lars Ronnblom', 'Tansim Akhter', 'Fariba Roshanzamir', 'Henrik Zetterberg', 'Johan Bylund', 'Bo Jacobsson', 'Anna Rudin', 'Anna-Carin Lundell', 'Marit Stockfelt']",42150848,Lupus science & medicine. 2026 May 18. 13(1). doi: 10.1136/lupus-2026-002020.,19-05-2026,,,Agnes Torell,Lupus science & medicine. 2026 May 18. 13(1). doi: 10.1136/lupus-2026-002020.
"Assessing central nervous system contributions to accelerate musculoskeletal pain diagnosis and treatment (AsCent): protocol for a mixed-method, prospective observational study.","Chronic musculoskeletal pain often extends beyond pathology alone. Augmented central pain processing is linked to pain severity, persistence and treatment outcomes. A practical clinical tool is needed to identify individuals likely to have persistent or worsening pain, likely due to augmented central pain mechanisms. Quantitative Sensory Testing (QST) offers mechanistic insight, while the Central Aspects of Pain (CAP) Questionnaire captures symptom profiles that potentially reflect central mechanisms. Combining a brief clinical QST protocol with CAP may support early risk stratification and guide personalised pain management.",2026,2026,BMJ open,BMJ open,10.1136/bmjopen-2025-115860,https://pubmed.ncbi.nlm.nih.gov/42150838/,"['Back pain', 'Chronic Pain', 'Musculoskeletal disorders', 'PAIN MANAGEMENT', 'RHEUMATOLOGY']","['Humans', 'Prospective Studies', 'Musculoskeletal Pain', 'Pain Measurement', 'Observational Studies as Topic', 'Surveys and Questionnaires', 'Central Nervous System', 'Pain Management', 'Chronic Pain', 'Female', 'Research Design', 'Pain Threshold']","['Georgia Clay', 'Stevie Vanhegan', 'Caroline Abbott', 'Fiona A Pearce', 'Fiona Moffatt', 'Kirsty Bannister', 'Thomas Graven-Nielsen', 'David A Walsh', 'Stephanie L Smith']",42150838,BMJ open. 2026 May 18. 16(5):e115860. doi: 10.1136/bmjopen-2025-115860.,19-05-2026,,,Georgia Clay,BMJ open. 2026 May 18. 16(5):e115860. doi: 10.1136/bmjopen-2025-115860.
